"","date","day","initial_inventory","par","prep_rec","prep_actual","waste","final_inventory","short_long","scale","use_expected","use_actual","temp_max","temp_min","conditions","rain","snow","humidity","wind","season","holiday","month","use7","use3","use1","avgUse","medUse","quart1Use","quart3Use","maxUse","temp_maxz","temp_minz","humidityz","windz","snowz","rainz","use7z","use3z","use1z","avgUsez","medUsez","quart1Usez","quart3Usez","maxUsez","use_predicted"
"54",2016-11-11,"Friday",705,597,0,0,NA,705,108,-15,164,247,63,51,"Rain",0.001,0,80,4,"Fall","1","11",75.8571428571429,0,0,139.25,155,75,219.25,247,-0.0129270606002709,0.395626922467356,0.725788790213217,-0.905333050603289,-0.0776222793814696,-0.458111849837058,-1.11777137922431,-2.34386136255271,-1.91005244189286,0.272509605260046,0.518329863119305,-0.596158771081903,1.3142980173219,1.44594549316415,182
"55",2016-11-12,"Saturday",458,519,60,75,NA,533,14,105,156,188,64,49,"Rain",0.07,0,71,10,"Fall","0","11",81.1428571428571,82.3333333333333,247,157.75,166.5,143.75,180.5,188,0.0471364770668413,0.211692990240312,-0.00297541524538409,0.583581592331329,-0.0776222793814696,-0.197941134339836,-0.997254002915589,-0.790492198093265,1.90040550681074,0.604097548557844,0.723299384351907,0.633200894333799,0.647208464997491,0.47299345494351,174
"56",2016-11-13,"Sunday",345,475,135,210,NA,555,80,90,106,97,57,49,"Rain",0.09,0,83,8,"Fall","0","11",92.2857142857143,145,188,101.75,101,89,113.75,140,-0.373308286602945,0.211692990240312,0.968710192032751,0.0872767113531228,-0.0776222793814696,-0.122529332746438,-0.743190344751261,0.3918292712119,0.99021514659409,-0.399628117640896,-0.44413571484248,-0.345816439215433,-0.50190708642584,-0.318560745642774,102
"57",2016-11-14,"Monday",458,533,75,180,NA,638,105,45,87,63,56,54,"Rain",1.03,0,89,10,"Fall","0","11",86.1428571428571,177.333333333333,97,83.5,83,69,97.5,105,-0.433371824270057,0.671527820807922,1.45455299567182,0.583581592331329,-0.0776222793814696,3.42182534214325,-0.883251079380314,1.00185683782148,-0.413637781875658,-0.726735142786021,-0.764957574163075,-0.703448341881819,-0.781654318045752,-0.895735683570272,69
"58",2016-11-15,"Tuesday",575,602,30,105,NA,680,78,30,84,74,60,46,"Rain",0.1,0,83,10,"Fall","0","11",85,116,63,59.4,74,58,79,86,-0.193117673601608,-0.064207908100254,0.968710192032751,0.583581592331329,-0.0776222793814696,-0.084823431949739,-0.909308890474091,-0.155308855541022,-0.938154260644575,-1.15869565270369,-0.925368503823373,-0.900145888348331,-1.10013578173611,-1.20905922130234,72
"59",2016-11-16,"Wednesday",606,623,15,120,NA,726,103,-15,86,81,51,42,"Rain",0.05,0,80,6,"Fall","0","11",95.5714285714286,78,74,71.4,81,75,96,105,-0.733689512605618,-0.432075772554342,0.725788790213217,-0.409028169625083,-0.0776222793814696,-0.273352935933233,-0.668274137856651,-0.872248469906919,-0.768457752807573,-0.943611581375392,-0.800604447420919,-0.596158771081903,-0.807477139426051,-0.895735683570272,84
"60",2016-11-17,"Thursday",645,625,0,60,NA,705,80,0,112,97,54,39,"Overcast",0,0,80,4,"Fall","0","11",107.142857142857,72.6666666666667,81,57.75,48.5,0,106.25,134,-0.553498899604281,-0.707976670894908,0.725788790213217,-0.905333050603289,-0.0776222793814696,-0.461882439916727,-0.404438800532157,-0.972871573677572,-0.660469066002207,-1.18826971251134,-1.37986613786088,-1.93727840608085,-0.631021193327338,-0.417505020716059,91
"61",2016-11-18,"Friday",608,597,0,90,NA,698,101,-15,164,100,52,39,"Overcast",0,0,69,17,"Fall","0","11",121,84,97,139.25,155,75,219.25,247,-0.673625974938506,-0.707976670894908,-0.164923016458407,2.32064867575505,-0.0776222793814696,-0.461882439916727,-0.0884878410201082,-0.759047478164936,-0.413637781875658,0.272509605260046,0.518329863119305,-0.596158771081903,1.3142980173219,1.44594549316415,118
"62",2016-11-19,"Saturday",598,519,0,75,NA,673,154,-45,156,178,55,45,"Rain",0.11,0,66,13,"Fall","0","11",100,92.6666666666667,100,157.75,166.5,143.75,180.5,188,-0.493435361937169,-0.156174874213776,-0.40784441827794,1.32803891379864,-0.0776222793814696,-0.0471175311530402,-0.567300119868265,-0.595534934537626,-0.36735691610193,0.604097548557844,0.723299384351907,0.633200894333799,0.647208464997491,0.47299345494351,161
"63",2016-11-20,"Sunday",495,475,0,75,NA,570,95,75,106,105,55,48,"Rain",0.15,0,82,11,"Fall","0","11",98.5714285714286,125,178,101.75,101,89,113.75,140,-0.493435361937169,0.11972602412679,0.88773639142624,0.831734032820432,-0.0776222793814696,0.103706072033755,-0.599872383735486,0.0144926320719541,0.835945594014997,-0.399628117640896,-0.44413571484248,-0.345816439215433,-0.50190708642584,-0.318560745642774,99
"64",2016-11-21,"Monday",465,533,75,120,NA,585,52,105,87,105,57,44,"Rain",0.001,0,74,7,"Fall","0","11",99.7142857142857,127.666666666667,105,83.5,83,69,97.5,105,-0.373308286602945,-0.248141840327298,0.23994598657415,-0.16087572913598,-0.0776222793814696,-0.458111849837058,-0.573814572641709,0.0648041839572804,-0.290222139812384,-0.726735142786021,-0.764957574163075,-0.703448341881819,-0.781654318045752,-0.895735683570272,96
"65",2016-11-22,"Tuesday",480,602,120,105,NA,585,-17,135,84,79,53,44,"Rain",0.6,0,78,13,"Fall","0","11",105.714285714286,129.333333333333,105,59.4,74,58,79,86,-0.613562437271394,-0.248141840327298,0.563841189000195,1.32803891379864,-0.0776222793814696,1.8004716078852,-0.437011064399379,0.0962489038856093,-0.290222139812384,-1.15869565270369,-0.925368503823373,-0.900145888348331,-1.10013578173611,-1.20905922130234,73
"66",2016-11-23,"Wednesday",506,623,120,180,NA,686,63,30,86,96,51,44,"Rain",0.27,0,80,12,"Fall","0","11",106.428571428571,96.3333333333333,79,71.4,81,75,96,105,-0.733689512605618,-0.248141840327298,0.725788790213217,1.07988647330953,-0.0776222793814696,0.556176881594141,-0.420724932465768,-0.526356550695302,-0.691322976518026,-0.943611581375392,-0.800604447420919,-0.596158771081903,-0.807477139426051,-0.895735683570272,89
"67",2016-11-24,"Thursday",590,625,30,0,NA,590,-35,150,112,0,54,47,"Rain",1.86,0,80,13,"Fall","1","11",108.571428571429,93.3333333333333,96,57.75,48.5,0,106.25,134,-0.553498899604281,0.027759058013268,0.725788790213217,1.32803891379864,-0.0776222793814696,6.55141510826926,-0.371866536664936,-0.582957046566294,-0.429064737133568,-1.18826971251134,-1.37986613786088,-1.93727840608085,-0.631021193327338,-0.417505020716059,33
"68",2016-11-25,"Friday",590,597,0,0,NA,590,-7,90,164,0,51,46,"Rain",0.33,0,85,9,"Fall","0","11",94.7142857142857,58.3333333333333,0,139.25,155,75,219.25,247,-0.733689512605618,-0.064207908100254,1.13065779324577,0.335429151842226,-0.0776222793814696,0.782412286374334,-0.687817496176985,-1.2432961650612,-1.91005244189286,0.272509605260046,0.518329863119305,-0.596158771081903,1.3142980173219,1.44594549316415,63
"69",2016-11-26,"Saturday",590,519,0,105,NA,695,176,-60,156,155,56,44,"Rain",0.46,0,74,9,"Fall","0","11",80.4285714285714,32,0,157.75,166.5,143.75,180.5,188,-0.433371824270057,-0.248141840327298,0.23994598657415,0.335429151842226,-0.0776222793814696,1.27258899673142,-1.0135401348492,-1.7401227399288,-1.91005244189286,0.604097548557844,0.723299384351907,0.633200894333799,0.647208464997491,0.47299345494351,146
"70",2016-11-27,"Sunday",540,475,0,90,NA,630,155,15,106,65,49,44,"Rain",0.23,0,87,10,"Fall","0","11",77.1428571428571,51.6666666666667,155,101.75,101,89,113.75,140,-0.853816587939843,-0.248141840327298,1.2926053944588,0.583581592331329,-0.0776222793814696,0.405353278407346,-1.08845634174381,-1.36907504477452,0.481125623083082,-0.399628117640896,-0.44413571484248,-0.345816439215433,-0.50190708642584,-0.318560745642774,78
"71",2016-11-28,"Monday",565,533,0,105,NA,670,137,15,87,95,53,43,"Rain",0.07,0,82,6,"Fall","0","11",71.4285714285714,73.3333333333333,65,83.5,83,69,97.5,105,-0.613562437271394,-0.34010880644082,0.88773639142624,-0.409028169625083,-0.0776222793814696,-0.197941134339836,-1.2187453972127,-0.96029368570624,-0.907300350128757,-0.726735142786021,-0.764957574163075,-0.703448341881819,-0.781654318045752,-0.895735683570272,89
"72",2016-11-29,"Tuesday",575,602,30,75,NA,650,48,60,84,58,52,43,"Rain",0.1,0,82,6,"Fall","0","11",70,105,95,59.4,74,58,79,86,-0.673625974938506,-0.34010880644082,0.88773639142624,-0.409028169625083,-0.0776222793814696,-0.084823431949739,-1.25131766107992,-0.362844007067992,-0.444491692391477,-1.15869565270369,-0.925368503823373,-0.900145888348331,-1.10013578173611,-1.20905922130234,65
"73",2016-11-30,"Wednesday",592,623,30,105,NA,697,74,15,86,75,51,42,"Rain",0.12,0,87,7,"Fall","0","11",67,72.6666666666667,58,71.4,81,75,96,105,-0.733689512605618,-0.432075772554342,1.2926053944588,-0.16087572913598,-0.0776222793814696,-0.00941163035634137,-1.31971941520108,-0.972871573677572,-1.01528903693412,-0.943611581375392,-0.800604447420919,-0.596158771081903,-0.807477139426051,-0.895735683570272,76
"74",2016-12-01,"Thursday",622,625,0,75,NA,697,72,15,112,97,47,39,"Rain",0.02,0,85,5,"Fall","0","12",64,76,75,56.6,90,0,96,97,-0.973943663274067,-0.707976670894908,1.13065779324577,-0.657180610114186,-0.0776222793814696,-0.38647063832333,-1.38812116932225,-0.909982133820914,-0.753030797549663,-1.20888193601363,-0.640193517760622,-1.93727840608085,-0.807477139426051,-1.02766138366799,91
"75",2016-12-02,"Friday",600,597,0,60,-15,645,48,45,164,135,48,44,"Rain",0.08,0,85,6,"Fall","0","12",77.8571428571429,76.6666666666667,97,105,105,87,134,135,-0.913880125606955,-0.248141840327298,1.13065779324577,-0.409028169625083,-0.0776222793814696,-0.160235233543137,-1.0721702098102,-0.897404245849582,-0.413637781875658,-0.341376181656148,-0.372841968326792,-0.381579629482072,-0.153298997791796,-0.401014308203845,122
"76",2016-12-03,"Saturday",510,519,15,75,NA,585,66,45,156,140,52,42,"Rain",0.14,0,86,6,"Fall","0","12",97.1428571428571,102.333333333333,135,84.6,86,80,117,140,-0.673625974938506,-0.432075772554342,1.21163159385228,-0.409028169625083,-0.0776222793814696,0.0660001712370564,-0.632444647602708,-0.413155558953318,0.172586517924896,-0.707019102914261,-0.711487264276309,-0.506750795415307,-0.445957640101858,-0.318560745642774,120
"77",2016-12-04,"Sunday",445,475,30,90,NA,535,60,105,106,65,48,34,"Rain",0.54,0,77,6,"Fall","0","12",95,124,140,53.75,65,48.75,70,85,-0.913880125606955,-1.16781150146252,0.482867388393683,-0.409028169625083,-0.0776222793814696,1.57423620310501,-0.68130304340354,-0.0043741998850432,0.249721294214443,-1.2599644029541,-1.08577943348367,-1.06555064333154,-1.25507271001791,-1.22554993381456,70
"78",2016-12-05,"Monday",470,533,60,150,NA,620,87,75,87,89,39,35,"Snow",0.25,0,89,7,"Fall","0","12",95,113.333333333333,65,54.75,65,48.75,71,89,-1.45445196461097,-1.075844535349,1.45455299567182,-0.16087572913598,-0.0776222793814696,0.480765080000744,-0.68130304340354,-0.205620407426348,-0.907300350128757,-1.24204073034341,-1.08577943348367,-1.06555064333154,-1.23785749576438,-1.1595870837657,73
"79",2016-12-06,"Tuesday",405,602,195,105,NA,510,-92,285,84,60,45,29,"Rain",0.001,0,75,4,"Fall","0","12",94.1428571428571,98,89,74.25,74,64.5,83.75,89,-1.09407073860829,-1.62764633203013,0.320919787180661,-0.905333050603289,-0.0776222793814696,-0.458111849837058,-0.700846401723873,-0.494911830766973,-0.537053423938933,-0.89252911443492,-0.925368503823373,-0.783915519981756,-1.01836351403183,-1.1595870837657,67
"80",2016-12-07,"Wednesday",450,623,180,90,NA,540,-83,255,86,30,40,27,"Partly Cloudy",0,0,74,15,"Fall","0","12",94.4285714285714,71.3333333333333,60,38.25,26.5,17.25,47.5,100,-1.39438842694385,-1.81158026425717,0.23994598657415,1.82434379477684,-0.0776222793814696,-0.461882439916727,-0.694331948950429,-0.998027349620235,-0.984435126418303,-1.53778132841982,-1.77198174369716,-1.62882089003109,-1.6424150307224,-0.978189246131344,34
"81",2016-12-08,"Thursday",510,625,120,105,NA,615,-10,105,112,0,34,30,"Fog",0.15,0,63,26,"Fall","0","12",88,59.6666666666667,30,56.6,90,0,96,97,-1.75476965294653,-1.53567936591661,-0.650765820097474,4.55402064015698,-0.0776222793814696,0.103706072033755,-0.840907136352926,-1.21814038911854,-1.44724378415558,-1.20888193601363,-0.640193517760622,-1.93727840608085,-0.807477139426051,-1.02766138366799,24
"82",2016-12-09,"Friday",615,597,0,90,NA,705,108,-15,164,64,33,32,"Rain",0.7,0,85,13,"Fall","0","12",74.1428571428571,30,0,105,105,87,134,135,-1.81483319061364,-1.35174543368956,1.13065779324577,1.32803891379864,-0.0776222793814696,2.17753061585219,-1.15685809586497,-1.77785640384279,-1.91005244189286,-0.341376181656148,-0.372841968326792,-0.381579629482072,-0.153298997791796,-0.401014308203845,67
"83",2016-12-10,"Saturday",641,519,0,0,NA,641,122,-15,156,86,44,32,"Rain",0.24,0,89,8,"Fall","0","12",64,31.3333333333333,64,84.6,86,80,117,140,-1.1541342762754,-1.35174543368956,1.45455299567182,0.0872767113531228,-0.0776222793814696,0.443059179204045,-1.38812116932225,-1.75270062790013,-0.922727305386666,-0.707019102914261,-0.711487264276309,-0.506750795415307,-0.445957640101858,-0.318560745642774,85
"84",2016-12-11,"Sunday",555,475,0,0,NA,555,80,90,106,85,47,41,"Rain",0.41,0,80,7,"Fall","0","12",56.2857142857143,50,86,53.75,65,48.75,70,85,-0.973943663274067,-0.524042738667864,0.725788790213217,-0.16087572913598,-0.0776222793814696,1.08405949274793,-1.56401139420524,-1.40051976470284,-0.583334289712661,-1.2599644029541,-1.08577943348367,-1.06555064333154,-1.25507271001791,-1.22554993381456,76
"85",2016-12-12,"Monday",470,533,60,75,NA,545,12,150,87,65,47,38,"Rain",0.02,0,88,4,"Fall","0","12",59.1428571428571,78.3333333333333,85,54.75,65,48.75,71,89,-0.973943663274067,-0.79994363700843,1.37357919506531,-0.905333050603289,-0.0776222793814696,-0.38647063832333,-1.4988668664708,-0.865959525921254,-0.59876124497057,-1.24204073034341,-1.08577943348367,-1.06555064333154,-1.23785749576438,-1.1595870837657,68
"86",2016-12-13,"Tuesday",480,602,120,105,NA,585,-17,135,84,66,41,34,"Mostly Cloudy",0,0,78,8,"Fall","0","12",55.7142857142857,78.6666666666667,65,74.25,74,64.5,83.75,89,-1.33432488927674,-1.16781150146252,0.563841189000195,0.0872767113531228,-0.0776222793814696,-0.461882439916727,-1.57704029975213,-0.859670581935588,-0.907300350128757,-0.89252911443492,-0.925368503823373,-0.783915519981756,-1.01836351403183,-1.1595870837657,69
"87",2016-12-14,"Wednesday",519,623,105,90,-9,600,-23,120,86,0,35,27,"Snow",0,0.05,61,23,"Fall","0","12",56.5714285714286,72,66,38.25,26.5,17.25,47.5,100,-1.69470611527941,-1.81158026425717,-0.812713421310497,3.80956331868967,11.2101977375422,-0.461882439916727,-1.5574969414318,-0.985449461648903,-0.891873394870847,-1.53778132841982,-1.77198174369716,-1.62882089003109,-1.6424150307224,-0.978189246131344,15
"88",2016-12-15,"Thursday",600,625,30,0,NA,600,-25,135,112,0,33,25,"Snow",0,0.01,71,5,"Winter","0","12",52.2857142857143,43.6666666666667,0,56.6,90,0,96,97,-1.81483319061364,-1.99551419648422,-0.00297541524538409,-0.657180610114186,2.17994172400326,-0.461882439916727,-1.65521373303346,-1.52000970043049,-1.91005244189286,-1.20888193601363,-0.640193517760622,-1.93727840608085,-0.807477139426051,-1.02766138366799,17
"89",2016-12-16,"Friday",600,597,0,0,NA,600,3,90,164,105,38,25,"Mostly Cloudy",0,0,80,5,"Winter","0","12",52.2857142857143,22,0,105,105,87,134,135,-1.51451550227808,-1.99551419648422,0.725788790213217,-0.657180610114186,-0.0776222793814696,-0.461882439916727,-1.65521373303346,-1.92879105949877,-1.91005244189286,-0.341376181656148,-0.372841968326792,-0.381579629482072,-0.153298997791796,-0.401014308203845,97
"90",2016-12-17,"Saturday",495,519,30,75,NA,570,51,60,156,80,35,27,"Snow",0,0.001,78,6,"Winter","0","12",58.1428571428571,35,105,84.6,86,80,117,140,-1.69470611527941,-1.81158026425717,0.563841189000195,-0.409028169625083,0.148134120957003,-0.461882439916727,-1.52166745117786,-1.6835222440578,-0.290222139812384,-0.707019102914261,-0.711487264276309,-0.506750795415307,-0.445957640101858,-0.318560745642774,73
"91",2016-12-18,"Sunday",490,475,0,0,NA,490,15,150,106,65,38,27,"Overcast",0,0,85,5,"Winter","0","12",57.2857142857143,61.6666666666667,80,53.75,65,48.75,70,85,-1.51451550227808,-1.81158026425717,1.13065779324577,-0.657180610114186,-0.0776222793814696,-0.461882439916727,-1.54121080949819,-1.18040672520454,-0.675896021260117,-1.2599644029541,-1.08577943348367,-1.06555064333154,-1.25507271001791,-1.22554993381456,55
"92",2016-12-19,"Monday",425,252,0,0,NA,425,173,-60,60,65,48,30,"Rain",0.84,0,88,9,"Winter","0","12",54.4285714285714,83.3333333333333,65,54.75,65,48.75,71,89,-0.913880125606955,-1.53567936591661,1.37357919506531,0.335429151842226,-0.0776222793814696,2.70541322700597,-1.60635533723263,-0.771625366136267,-0.907300350128757,-1.24204073034341,-1.08577943348367,-1.06555064333154,-1.23785749576438,-1.1595870837657,66
"93",2016-12-20,"Tuesday",360,312,0,90,NA,450,138,15,57,82,52,35,"Rain",0.47,0,80,8,"Winter","0","12",54.4285714285714,70,65,74.25,74,64.5,83.75,89,-0.673625974938506,-1.075844535349,0.725788790213217,0.0872767113531228,-0.0776222793814696,1.31029489752812,-1.60635533723263,-1.0231831255629,-0.907300350128757,-0.89252911443492,-0.925368503823373,-0.783915519981756,-1.01836351403183,-1.1595870837657,79
"94",2016-12-21,"Wednesday",368,401,30,90,NA,458,57,30,56,23,38,30,"Fog",0,0,96,3,"Winter","0","12",56.7142857142857,70.6666666666667,82,38.25,26.5,17.25,47.5,100,-1.51451550227808,-1.53567936591661,2.0213695999174,-1.15348549109239,-0.0776222793814696,-0.461882439916727,-1.55423971504508,-1.01060523759157,-0.645042110744298,-1.53778132841982,-1.77198174369716,-1.62882089003109,-1.6424150307224,-0.978189246131344,39
"95",2016-12-22,"Thursday",435,428,0,0,NA,435,7,60,79,90,46,30,"Rain",0.02,0,79,3,"Winter","0","12",60,56.6666666666667,23,56.6,90,0,96,97,-1.03400720094118,-1.53567936591661,0.644814989606706,-1.15348549109239,-0.0776222793814696,-0.38647063832333,-1.47932350815047,-1.27474088498953,-1.55523247096095,-1.20888193601363,-0.640193517760622,-1.93727840608085,-0.807477139426051,-1.02766138366799,72
"96",2016-12-23,"Friday",345,409,60,90,NA,435,26,30,120,87,45,32,"Rain",0.19,0,85,6,"Winter","0","12",72.8571428571429,65,90,105,105,87,134,135,-1.09407073860829,-1.35174543368956,1.13065779324577,-0.409028169625083,-0.0776222793814696,0.254529675220551,-1.18617313334547,-1.11751728534788,-0.521626468681023,-0.341376181656148,-0.372841968326792,-0.381579629482072,-0.153298997791796,-0.401014308203845,97
"97",2016-12-24,"Saturday",348,346,0,0,NA,348,2,60,146,0,41,27,"Fog",0,0,90,2,"Winter","0","12",70.2857142857143,66.6666666666667,87,84.6,86,80,117,140,-1.33432488927674,-1.81158026425717,1.53552679627833,-1.40163793158149,-0.0776222793814696,-0.461882439916727,-1.24480320830647,-1.08607256541956,-0.567907334454752,-0.707019102914261,-0.711487264276309,-0.506750795415307,-0.445957640101858,-0.318560745642774,45
"98",2016-12-25,"Sunday",348,256,0,0,NA,348,92,-15,83,0,44,32,"Mostly Cloudy",0,0,83,4,"Winter","1","12",58.8571428571429,59,0,53.75,65,48.75,70,85,-1.1541342762754,-1.35174543368956,0.968710192032751,-0.905333050603289,-0.0776222793814696,-0.461882439916727,-1.50538131924424,-1.23071827708987,-1.91005244189286,-1.2599644029541,-1.08577943348367,-1.06555064333154,-1.25507271001791,-1.22554993381456,27
"99",2016-12-26,"Monday",348,252,0,210,NA,558,306,-180,60,0,40,27,"Rain",0.21,0,85,6,"Winter","0","12",49.5714285714286,29,0,54.75,65,48.75,71,89,-1.39438842694385,-1.81158026425717,1.13065779324577,-0.409028169625083,-0.0776222793814696,0.329941476813948,-1.71710103438118,-1.79672323579979,-1.91005244189286,-1.24204073034341,-1.08577943348367,-1.06555064333154,-1.23785749576438,-1.1595870837657,18
"100",2016-12-27,"Tuesday",558,312,0,0,NA,558,246,-105,57,89,47,36,"Rain",0.11,0,86,6,"Winter","0","12",40.2857142857143,0,0,74.25,74,64.5,83.75,89,-0.973943663274067,-0.983877569235474,1.21163159385228,-0.409028169625083,-0.0776222793814696,-0.0471175311530402,-1.92882074951812,-2.34386136255271,-1.91005244189286,-0.89252911443492,-0.925368503823373,-0.783915519981756,-1.01836351403183,-1.1595870837657,70
"101",2016-12-28,"Wednesday",469,401,0,105,NA,574,173,-90,56,100,42,35,"Fog",0,0,93,4,"Winter","0","12",41.2857142857143,29.6666666666667,89,38.25,26.5,17.25,47.5,100,-1.27426135160963,-1.075844535349,1.77844819809786,-0.905333050603289,-0.0776222793814696,-0.461882439916727,-1.90602016481107,-1.78414534782846,-0.537053423938933,-1.53778132841982,-1.77198174369716,-1.62882089003109,-1.6424150307224,-0.978189246131344,75
"102",2016-12-29,"Thursday",474,428,0,75,NA,549,121,-60,79,96,42,33,"Fog",0.06,0,84,6,"Winter","0","12",52.2857142857143,63,100,56.6,90,0,96,97,-1.27426135160963,-1.25977846757604,1.04968399263926,-0.409028169625083,-0.0776222793814696,-0.235647035136534,-1.65521373303346,-1.15525094926188,-0.36735691610193,-1.20888193601363,-0.640193517760622,-1.93727840608085,-0.807477139426051,-1.02766138366799,87
"103",2016-12-30,"Friday",453,409,0,150,NA,603,194,-135,120,134,44,31,"Rain",0.01,0,85,2,"Winter","0","12",53.1428571428571,95,96,105,105,87,134,135,-1.1541342762754,-1.44371239980308,1.13065779324577,-1.40163793158149,-0.0776222793814696,-0.424176539120029,-1.63567037471313,-0.551512326637965,-0.429064737133568,-0.341376181656148,-0.372841968326792,-0.381579629482072,-0.153298997791796,-0.401014308203845,116
"104",2016-12-31,"Saturday",469,346,0,0,NA,469,123,-60,146,117,37,32,"Snow",0.09,0,91,5,"Winter","0","12",59.8571428571429,110,134,84.6,86,80,117,140,-1.57457903994519,-1.35174543368956,1.61650059688484,-0.657180610114186,-0.0776222793814696,-0.122529332746438,-1.48258073453719,-0.268509847283006,0.157159562666987,-0.707019102914261,-0.711487264276309,-0.506750795415307,-0.445957640101858,-0.318560745642774,104
"105",2017-01-01,"Sunday",352,256,0,60,NA,412,156,-75,83,52,39,32,"Rain",0.04,0,87,9,"Winter","1","1",76.5714285714286,115.666666666667,117,54.8,52,45,82,95,-1.45445196461097,-1.35174543368956,1.2926053944588,0.335429151842226,-0.0776222793814696,-0.311058836729932,-1.1014852472907,-0.161597799526687,-0.105098676717472,-1.24114454671288,-1.31748410965966,-1.13260662508148,-1.04849013897551,-1.06064280869241,60
"106",2017-01-02,"Monday",360,252,0,165,NA,525,273,-150,60,58,35,28,"Overcast",0,0,57,17,"Winter","0","1",84,101,52,51.4,54,42,58,68,-1.69470611527941,-1.71961329814365,-1.13660862373654,2.32064867575505,-0.0776222793814696,-0.461882439916727,-0.932109475181146,-0.438311334895981,-1.10785076848158,-1.30208503358923,-1.28183723640181,-1.18625141048144,-1.46165528106031,-1.5058920465222,51
"107",2017-01-03,"Tuesday",467,312,0,90,NA,557,245,-105,57,43,34,27,"Overcast",0,0,48,21,"Winter","0","1",92.2857142857143,75.6666666666667,58,45,45,43,58,64,-1.75476965294653,-1.81158026425717,-1.86537282919514,3.31325843771146,-0.0776222793814696,-0.461882439916727,-0.743190344751261,-0.91627107780658,-1.01528903693412,-1.41679653829766,-1.44224816606211,-1.16836981534812,-1.46165528106031,-1.57185489657106,44
"108",2017-01-04,"Wednesday",514,401,0,75,NA,589,188,-105,56,34,33,27,"Overcast",0,0,39,21,"Winter","0","1",85.7142857142857,51,43,38.75,40.5,25.5,53.75,74,-1.81483319061364,-1.81158026425717,-2.59413703465374,3.31325843771146,-0.0776222793814696,-0.461882439916727,-0.89302275854048,-1.38165293274585,-1.24669336580276,-1.52881949211448,-1.52245363089226,-1.48129773018121,-1.53481994163782,-1.40694777144891,32
"109",2017-01-05,"Thursday",555,428,0,0,NA,555,127,-60,79,49,35,17,"Overcast",0,0,53,7,"Winter","0","1",76.2857142857143,45,34,64.5,66,47,83.5,85,-1.69470611527941,-2.73124992539239,-1.46050382616259,-0.16087572913598,-0.0776222793814696,-0.461882439916727,-1.10799970006414,-1.49485392448783,-1.38553596312395,-1.06728492238917,-1.06795599685475,-1.09684343481484,-1.02266731759521,-1.22554993381456,48
"110",2017-01-06,"Friday",506,409,0,60,NA,566,157,-105,120,88,34,17,"Overcast",0,0,61,13,"Winter","0","1",69.5714285714286,42,49,81,68,45.5,103.5,150,-1.75476965294653,-2.73124992539239,-0.812713421310497,1.32803891379864,-0.0776222793814696,-0.461882439916727,-1.26108934024008,-1.55145442035882,-1.15413163425531,-0.771544324312751,-1.0323091235969,-1.12366582751482,-0.678363032524554,-0.153653620520632,70
"111",2017-01-07,"Saturday",478,346,0,0,NA,478,132,-75,146,0,30,24,"Rain",0.02,0,64,18,"Winter","0","1",63,57,88,72,84,44.25,111.75,120,-1.99502380361498,-2.08748116259774,-0.569792019490963,2.56880111624415,-0.0776222793814696,-0.38647063832333,-1.4109217540293,-1.26845194100386,-0.552480379196842,-0.932857377808977,-0.747134137534153,-1.14601782143147,-0.536337514932906,-0.648374995887059,29
"112",2017-01-08,"Sunday",478,256,0,0,NA,478,222,-150,83,0,34,28,"Rain",0.53,0,81,15,"Winter","0","1",46.2857142857143,45.6666666666667,0,54.8,52,45,82,95,-1.75476965294653,-1.71961329814365,0.806762590819728,1.82434379477684,-0.0776222793814696,1.53653030230831,-1.79201724127579,-1.4822760365165,-1.91005244189286,-1.24114454671288,-1.31748410965966,-1.13260662508148,-1.04849013897551,-1.06064280869241,13
"113",2017-01-09,"Monday",478,252,0,60,-23,515,263,-150,60,54,41,30,"Rain",0.28,0,93,10,"Winter","0","1",38.8571428571429,29.3333333333333,0,51.4,54,42,58,68,-1.33432488927674,-1.53567936591661,1.77844819809786,0.583581592331329,-0.0776222793814696,0.59388278239084,-1.96139301338535,-1.79043429181412,-1.91005244189286,-1.30208503358923,-1.28183723640181,-1.18625141048144,-1.46165528106031,-1.5058920465222,43
"114",2017-01-10,"Tuesday",461,312,0,0,NA,461,149,0,57,45,38,31,"Snow",0.65,0,82,13,"Winter","0","1",38.2857142857143,18,54,45,45,43,58,64,-1.51451550227808,-1.44371239980308,0.88773639142624,1.32803891379864,-0.0776222793814696,1.9890011118687,-1.97442191893223,-2.00425838732676,-1.07699685796576,-1.41679653829766,-1.44224816606211,-1.16836981534812,-1.46165528106031,-1.57185489657106,45
"115",2017-01-11,"Wednesday",416,401,0,0,NA,416,15,75,56,0,32,26,"Snow",0,0.07,83,12,"Winter","0","1",38.5714285714286,33,45,38.75,40.5,25.5,53.75,74,-1.87489672828075,-1.90354723037069,0.968710192032751,1.07988647330953,15.7253257443116,-0.461882439916727,-1.96790746615879,-1.7212559079718,-1.21583945528694,-1.52881949211448,-1.52245363089226,-1.48129773018121,-1.53481994163782,-1.40694777144891,18
