"","date","day","initial_inventory","par","prep_rec","prep_actual","waste","final_inventory","short_long","scale","use_expected","use_actual","temp_max","temp_min","conditions","rain","snow","humidity","wind","season","holiday","month","use7","use3","use1","avgUse","medUse","quart1Use","quart3Use","maxUse","temp_maxz","temp_minz","humidityz","windz","snowz","rainz","use7z","use3z","use1z","avgUsez","medUsez","quart1Usez","quart3Usez","maxUsez","use_predicted"
"56",2016-11-13,"Sunday",345,475,135,210,NA,555,80,90,106,97,57,49,"Rain",0.09,0,83,8,"Fall","0","11",92.2857142857143,145,188,99,98.5,80,120,200,-0.373308286602945,0.211692990240312,0.967785613238962,0.0872767113531228,-0.0776222793814696,-0.122529332746438,-0.620603373498301,0.437736358531744,1.00561490588672,-0.399700851807617,-0.475124372303095,-0.259915604414803,-0.480910643453644,0.202912965835253,102
"57",2016-11-14,"Monday",458,533,75,180,NA,638,105,45,87,63,56,54,"Rain",1.03,0,89,10,"Fall","0","11",86.1428571428571,177.333333333333,97,74.0625,75.5,62.25,95,135,-0.433371824270057,0.671527820807922,1.45337778002216,0.583581592331329,-0.0776222793814696,3.42182534214325,-0.750701241708101,1.01186849456827,-0.340957415919627,-0.881436088677023,-0.902970644408033,-0.582684687036946,-0.964332569640727,-0.901698078329901,67
"58",2016-11-15,"Tuesday",575,602,30,105,NA,680,78,30,84,74,60,46,"Rain",0.1,0,83,10,"Fall","0","11",85,116,63,69.1875,79.5,59.5,91,120,-0.193117673601608,-0.064207908100254,0.967785613238962,0.583581592331329,-0.0776222793814696,-0.084823431949739,-0.774905496258762,-0.0772068975010156,-0.844072349341779,-0.975609894380817,-0.828562597085435,-0.632691164626293,-1.04168007783066,-1.15660831929109,77
"59",2016-11-16,"Wednesday",606,623,15,120,NA,726,103,-15,86,81,51,42,"Rain",0.05,0,80,6,"Fall","0","11",95.5714285714286,78,74,65.6875,72,22.5,105,128,-0.733689512605618,-0.432075772554342,0.724989529847361,-0.409028169625083,-0.0776222793814696,-0.273352935933233,-0.551016141665152,-0.751960129543942,-0.681299870881671,-1.04322185745021,-0.968077685815306,-1.30550559037386,-0.770963799165894,-1.02065619077846,83
"60",2016-11-17,"Thursday",645,625,0,60,NA,705,80,0,112,97,54,39,"Overcast",0,0,80,4,"Fall","0","11",107.142857142857,72.6666666666667,81,73.7333333333333,97,0,120.5,157,-0.553498899604281,-0.707976670894908,0.724989529847361,-0.905333050603289,-0.0776222793814696,-0.461882439916727,-0.305948064339713,-0.846662337549966,-0.577717384588875,-0.887794832822835,-0.503027390049069,-1.71464949792306,-0.471242204929902,-0.527829724920156,103
"61",2016-11-18,"Friday",608,597,0,90,NA,698,101,-15,164,100,52,39,"Overcast",0,0,69,17,"Fall","0","11",121,84,97,126.9375,148.5,48,196.5,270,-0.673625974938506,-0.707976670894908,-0.165262775921842,2.32064867575505,-0.0776222793814696,-0.461882439916727,-0.0124714779129541,-0.645420145537164,-0.340957415919627,0.139987496264124,0.454976219229379,-0.841809161818104,0.998360450678831,1.3924940903208,129
"62",2016-11-19,"Saturday",598,519,0,75,NA,673,154,-45,156,178,55,45,"Rain",0.11,0,66,13,"Fall","0","11",100,92.6666666666667,100,146.9375,166.5,128,188.5,238,-0.493435361937169,-0.156174874213776,-0.408058859313443,1.32803891379864,-0.0776222793814696,-0.0471175311530402,-0.457224655281342,-0.491529057527374,-0.296564921794143,0.526341570946355,0.789812432181069,0.612924731690149,0.843665434298965,0.848685576270266,163
"63",2016-11-20,"Sunday",495,475,0,75,NA,570,95,75,106,105,55,48,"Rain",0.15,0,82,11,"Fall","0","11",98.5714285714286,125,178,99,98.5,80,120,200,-0.493435361937169,0.11972602412679,0.886853585441761,0.831734032820432,-0.0776222793814696,0.103706072033755,-0.487479973469668,0.0826030785091511,0.857639925468442,-0.399700851807617,-0.475124372303095,-0.259915604414803,-0.480910643453644,0.202912965835253,100
"64",2016-11-21,"Monday",465,533,75,120,NA,585,52,105,87,105,57,44,"Rain",0.001,0,74,7,"Fall","0","11",99.7142857142857,127.666666666667,105,74.0625,75.5,62.25,95,135,-0.373308286602945,-0.248141840327298,0.239397363064159,-0.16087572913598,-0.0776222793814696,-0.458111849837058,-0.463275718919007,0.129954182512164,-0.222577431585002,-0.881436088677023,-0.902970644408033,-0.582684687036946,-0.964332569640727,-0.901698078329901,94
"65",2016-11-22,"Tuesday",480,602,120,105,NA,585,-17,135,84,79,53,44,"Rain",0.6,0,78,13,"Fall","0","11",105.714285714286,129.333333333333,105,69.1875,79.5,59.5,91,120,-0.613562437271394,-0.248141840327298,0.56312547425296,1.32803891379864,-0.0776222793814696,1.8004716078852,-0.336203382528039,0.159548622514046,-0.222577431585002,-0.975609894380817,-0.828562597085435,-0.632691164626293,-1.04168007783066,-1.15660831929109,78
"66",2016-11-23,"Wednesday",506,623,120,180,NA,686,63,30,86,96,51,44,"Rain",0.27,0,80,12,"Fall","0","11",106.428571428571,96.3333333333333,79,65.6875,72,22.5,105,128,-0.733689512605618,-0.248141840327298,0.724989529847361,1.07988647330953,-0.0776222793814696,0.556176881594141,-0.321075723433876,-0.426421289523232,-0.607312380672531,-1.04322185745021,-0.968077685815306,-1.30550559037386,-0.770963799165894,-1.02065619077846,88
"67",2016-11-24,"Thursday",590,625,30,0,NA,590,-35,150,112,0,54,47,"Rain",1.86,0,80,13,"Fall","1","11",108.571428571429,93.3333333333333,96,73.7333333333333,97,0,120.5,157,-0.553498899604281,0.027759058013268,0.724989529847361,1.32803891379864,-0.0776222793814696,6.55141510826926,-0.275692746151388,-0.479691281526621,-0.355754913961455,-0.887794832822835,-0.503027390049069,-1.71464949792306,-0.471242204929902,-0.527829724920156,81
"68",2016-11-25,"Friday",590,597,0,0,NA,590,-7,90,164,0,51,46,"Rain",0.33,0,85,9,"Fall","0","11",94.7142857142857,58.3333333333333,0,126.9375,148.5,48,196.5,270,-0.733689512605618,-0.064207908100254,1.12964966883336,0.335429151842226,-0.0776222793814696,0.782412286374334,-0.569169332578147,-1.10117452156616,-1.77631472597694,0.139987496264124,0.454976219229379,-0.841809161818104,0.998360450678831,1.3924940903208,141
"69",2016-11-26,"Saturday",590,519,0,105,NA,695,176,-60,156,155,56,44,"Rain",0.46,0,74,9,"Fall","0","11",80.4285714285714,32,0,146.9375,166.5,128,188.5,238,-0.433371824270057,-0.248141840327298,0.239397363064159,0.335429151842226,-0.0776222793814696,1.27258899673142,-0.871722514461404,-1.5687666735959,-1.77631472597694,0.526341570946355,0.789812432181069,0.612924731690149,0.843665434298965,0.848685576270266,149
"70",2016-11-27,"Sunday",540,475,0,90,NA,630,155,15,106,65,49,44,"Rain",0.23,0,87,10,"Fall","0","11",77.1428571428571,51.6666666666667,155,99,98.5,80,120,200,-0.853816587939843,-0.248141840327298,1.29151372442776,0.583581592331329,-0.0776222793814696,0.405353278407346,-0.941309746294553,-1.21955228157369,0.517297470506398,-0.399700851807617,-0.475124372303095,-0.259915604414803,-0.480910643453644,0.202912965835253,78
"71",2016-11-28,"Monday",565,533,0,105,NA,670,137,15,87,95,53,43,"Rain",0.07,0,82,6,"Fall","0","11",71.4285714285714,73.3333333333333,65,74.0625,75.5,62.25,95,135,-0.613562437271394,-0.34010880644082,0.886853585441761,-0.409028169625083,-0.0776222793814696,-0.197941134339836,-1.06233101904786,-0.834824561549213,-0.814477353258123,-0.881436088677023,-0.902970644408033,-0.582684687036946,-0.964332569640727,-0.901698078329901,86
"72",2016-11-29,"Tuesday",575,602,30,75,NA,650,48,60,84,58,52,43,"Rain",0.1,0,82,6,"Fall","0","11",70,105,95,69.1875,79.5,59.5,91,120,-0.673625974938506,-0.34010880644082,0.886853585441761,-0.409028169625083,-0.0776222793814696,-0.084823431949739,-1.09258633723618,-0.272530201513442,-0.370552412003283,-0.975609894380817,-0.828562597085435,-0.632691164626293,-1.04168007783066,-1.15660831929109,69
"73",2016-11-30,"Wednesday",592,623,30,105,NA,697,74,15,86,75,51,42,"Rain",0.12,0,87,7,"Fall","0","11",67,72.6666666666667,58,65.6875,72,22.5,105,128,-0.733689512605618,-0.432075772554342,1.29151372442776,-0.16087572913598,-0.0776222793814696,-0.00941163035634137,-1.15612250543167,-0.846662337549966,-0.918059839550919,-1.04322185745021,-0.968077685815306,-1.30550559037386,-0.770963799165894,-1.02065619077846,77
"74",2016-12-01,"Thursday",622,625,0,75,NA,697,72,15,112,97,47,39,"Rain",0.02,0,85,5,"Fall","0","12",64,76,75,73.7333333333333,97,0,120.5,157,-0.973943663274067,-0.707976670894908,1.12964966883336,-0.657180610114186,-0.0776222793814696,-0.38647063832333,-1.21965867362715,-0.787473457546201,-0.666502372839843,-0.887794832822835,-0.503027390049069,-1.71464949792306,-0.471242204929902,-0.527829724920156,96
"75",2016-12-02,"Friday",600,597,0,60,-15,645,48,45,164,135,48,44,"Rain",0.08,0,85,6,"Fall","0","12",77.8571428571429,76.6666666666667,97,126.9375,148.5,48,196.5,270,-0.913880125606955,-0.248141840327298,1.12964966883336,-0.409028169625083,-0.0776222793814696,-0.160235233543137,-0.92618208720039,-0.775635681545448,-0.340957415919627,0.139987496264124,0.454976219229379,-0.841809161818104,0.998360450678831,1.3924940903208,138
"76",2016-12-03,"Saturday",510,519,15,75,NA,585,66,45,156,140,52,42,"Rain",0.14,0,86,6,"Fall","0","12",97.1428571428571,102.333333333333,135,146.9375,166.5,128,188.5,238,-0.673625974938506,-0.432075772554342,1.21058169663056,-0.409028169625083,-0.0776222793814696,0.0660001712370564,-0.517735291657993,-0.319881305516454,0.221347509669838,0.526341570946355,0.789812432181069,0.612924731690149,0.843665434298965,0.848685576270266,141
"77",2016-12-04,"Sunday",445,475,30,90,NA,535,60,105,106,65,48,34,"Rain",0.54,0,77,6,"Fall","0","12",95,124,140,99,98.5,80,120,200,-0.913880125606955,-1.16781150146252,0.48219344645576,-0.409028169625083,-0.0776222793814696,1.57423620310501,-0.563118268940482,0.0648464145080215,0.295334999878978,-0.399700851807617,-0.475124372303095,-0.259915604414803,-0.480910643453644,0.202912965835253,79
"78",2016-12-05,"Monday",470,533,60,150,NA,620,87,75,87,89,39,35,"Snow",0.25,0,89,7,"Fall","0","12",95,113.333333333333,65,74.0625,75.5,62.25,95,135,-1.45445196461097,-1.075844535349,1.45337778002216,-0.16087572913598,-0.0776222793814696,0.480765080000744,-0.563118268940482,-0.124558001504028,-0.814477353258123,-0.881436088677023,-0.902970644408033,-0.582684687036946,-0.964332569640727,-0.901698078329901,80
"79",2016-12-06,"Tuesday",405,602,195,105,NA,510,-92,285,84,60,45,29,"Rain",0.001,0,75,4,"Fall","0","12",94.1428571428571,98,89,69.1875,79.5,59.5,91,120,-1.09407073860829,-1.62764633203013,0.320329390861359,-0.905333050603289,-0.0776222793814696,-0.458111849837058,-0.581271459853477,-0.396826849521349,-0.459337400254251,-0.975609894380817,-0.828562597085435,-0.632691164626293,-1.04168007783066,-1.15660831929109,66
"80",2016-12-07,"Wednesday",450,623,180,90,NA,540,-83,255,86,30,40,27,"Partly Cloudy",0,0,74,15,"Fall","0","12",94.4285714285714,71.3333333333333,60,65.6875,72,22.5,105,128,-1.39438842694385,-1.81158026425717,0.239397363064159,1.82434379477684,-0.0776222793814696,-0.461882439916727,-0.575220396215812,-0.870337889551473,-0.888464843467263,-1.04322185745021,-0.968077685815306,-1.30550559037386,-0.770963799165894,-1.02065619077846,47
"81",2016-12-08,"Thursday",510,625,120,105,NA,615,-10,105,112,0,34,30,"Fog",0.15,0,63,26,"Fall","0","12",88,59.6666666666667,30,73.7333333333333,97,0,120.5,157,-1.75476965294653,-1.53567936591661,-0.650854942705044,4.55402064015698,-0.0776222793814696,0.103706072033755,-0.711369328063278,-1.07749896956465,-1.3323897847221,-0.887794832822835,-0.503027390049069,-1.71464949792306,-0.471242204929902,-0.527829724920156,83
"82",2016-12-09,"Friday",615,597,0,90,NA,705,108,-15,164,64,33,32,"Rain",0.7,0,85,13,"Fall","0","12",74.1428571428571,30,0,126.9375,148.5,48,196.5,270,-1.81483319061364,-1.35174543368956,1.12964966883336,1.32803891379864,-0.0776222793814696,2.17753061585219,-1.00484591449004,-1.60428000159816,-1.77631472597694,0.139987496264124,0.454976219229379,-0.841809161818104,0.998360450678831,1.3924940903208,87
"83",2016-12-10,"Saturday",641,519,0,0,NA,641,122,-15,156,86,44,32,"Rain",0.24,0,89,8,"Fall","0","12",64,31.3333333333333,64,146.9375,166.5,128,188.5,238,-1.1541342762754,-1.35174543368956,1.45337778002216,0.0872767113531228,-0.0776222793814696,0.443059179204045,-1.21965867362715,-1.58060444959666,-0.829274851299951,0.526341570946355,0.789812432181069,0.612924731690149,0.843665434298965,0.848685576270266,102
"84",2016-12-11,"Sunday",555,475,0,0,NA,555,80,90,106,85,47,41,"Rain",0.41,0,80,7,"Fall","0","12",56.2857142857143,50,86,99,98.5,80,120,200,-0.973943663274067,-0.524042738667864,0.724989529847361,-0.16087572913598,-0.0776222793814696,1.08405949274793,-1.38303739184411,-1.24914672157557,-0.503729894379735,-0.399700851807617,-0.475124372303095,-0.259915604414803,-0.480910643453644,0.202912965835253,83
"85",2016-12-12,"Monday",470,533,60,75,NA,545,12,150,87,65,47,38,"Rain",0.02,0,88,4,"Fall","0","12",59.1428571428571,78.3333333333333,85,74.0625,75.5,62.25,95,135,-0.973943663274067,-0.79994363700843,1.37244575222496,-0.905333050603289,-0.0776222793814696,-0.38647063832333,-1.32252675546746,-0.746041241543565,-0.518527392421563,-0.881436088677023,-0.902970644408033,-0.582684687036946,-0.964332569640727,-0.901698078329901,73
"86",2016-12-13,"Tuesday",480,602,120,105,NA,585,-17,135,84,66,41,34,"Mostly Cloudy",0,0,78,8,"Fall","0","12",55.7142857142857,78.6666666666667,65,69.1875,79.5,59.5,91,120,-1.33432488927674,-1.16781150146252,0.56312547425296,0.0872767113531228,-0.0776222793814696,-0.461882439916727,-1.39513951911944,-0.740122353543188,-0.814477353258123,-0.975609894380817,-0.828562597085435,-0.632691164626293,-1.04168007783066,-1.15660831929109,71
"87",2016-12-14,"Wednesday",519,623,105,90,-9,600,-23,120,86,0,35,27,"Snow",0,0.05,61,23,"Fall","0","12",56.5714285714286,72,66,65.6875,72,22.5,105,128,-1.69470611527941,-1.81158026425717,-0.812718998299445,3.80956331868967,11.2101977375422,-0.461882439916727,-1.37698632820644,-0.858500113550719,-0.799679855216295,-1.04322185745021,-0.968077685815306,-1.30550559037386,-0.770963799165894,-1.02065619077846,53
"88",2016-12-15,"Thursday",600,625,30,0,NA,600,-25,135,112,0,33,25,"Snow",0,0.01,71,5,"Winter","0","12",52.2857142857143,43.6666666666667,0,68.4615384615385,78,60,85,96,-1.81483319061364,-1.99551419648422,-0.00339872032744186,-0.657180610114186,2.17994172400326,-0.461882439916727,-1.46775228277142,-1.36160559358273,-1.77631472597694,-0.989633804303176,-0.856465614831409,-0.623599077791866,-1.15770134011556,-1.56446470482899,60
"89",2016-12-16,"Friday",600,597,0,0,NA,600,3,90,164,105,38,25,"Mostly Cloudy",0,0,80,5,"Winter","0","12",52.2857142857143,22,0,117.461538461538,123,87,150,216,-1.51451550227808,-1.99551419648422,0.724989529847361,-0.657180610114186,-0.0776222793814696,-0.461882439916727,-1.46775228277142,-1.7463333136072,-1.77631472597694,-0.0430663213317114,-0.0193750824521829,-0.13262638873283,0.0991956679708563,0.474817222860522,104
"90",2016-12-17,"Saturday",495,519,30,75,NA,570,51,60,156,80,35,27,"Snow",0,0.001,78,6,"Winter","0","12",58.1428571428571,35,105,114.153846153846,120,80,164,196,-1.69470611527941,-1.81158026425717,0.56312547425296,-0.409028169625083,0.148134120957003,-0.461882439916727,-1.34370547819928,-1.51549668159252,-0.222577431585002,-0.106963341375311,-0.0751811179441313,-0.259915604414803,0.369911946635623,0.134936901578936,92
"91",2016-12-18,"Sunday",490,475,0,0,NA,490,15,150,106,65,38,27,"Overcast",0,0,85,5,"Winter","0","12",57.2857142857143,61.6666666666667,80,66.0769230769231,65,52,90,142,-1.51451550227808,-1.81158026425717,1.12964966883336,-0.657180610114186,-0.0776222793814696,-0.461882439916727,-1.36185866911228,-1.04198564156239,-0.592514882630703,-1.03569909782298,-1.09829176862985,-0.769072467142691,-1.06101695487814,-0.782739965881346,63
"92",2016-12-19,"Monday",425,252,0,0,NA,425,173,-60,60,65,48,30,"Rain",0.84,0,88,9,"Winter","0","12",54.4285714285714,83.3333333333333,65,55.0769230769231,55,42,68,90,-0.913880125606955,-1.53567936591661,1.37244575222496,0.335429151842226,-0.0776222793814696,2.70541322700597,-1.42236930548893,-0.657257921537917,-0.814477353258123,-1.24819383889821,-1.28431188693635,-0.950914203831223,-1.48642824992278,-1.66642880121347,67
"93",2016-12-20,"Tuesday",360,312,0,90,NA,450,138,15,57,82,52,35,"Rain",0.47,0,80,8,"Winter","0","12",54.4285714285714,70,65,57,58,44,67,89,-0.673625974938506,-1.075844535349,0.724989529847361,0.0872767113531228,-0.0776222793814696,1.31029489752812,-1.42236930548893,-0.894013441552979,-0.814477353258123,-1.2110444086403,-1.2285058514444,-0.914545856493517,-1.50576512697026,-1.68342281727755,77
"94",2016-12-21,"Wednesday",368,401,30,90,NA,458,57,30,56,23,38,30,"Fog",0,0,96,3,"Winter","0","12",56.7142857142857,70.6666666666667,82,50.75,48.5,34.75,71.75,100,-1.51451550227808,-1.53567936591661,2.01990197460257,-1.15348549109239,-0.0776222793814696,-0.461882439916727,-1.37396079638761,-0.882175665552226,-0.562919886547047,-1.3317800569785,-1.40522496383557,-1.08274946293041,-1.41391496099471,-1.49648864057268,44
"95",2016-12-22,"Thursday",435,428,0,0,NA,435,7,60,79,90,46,30,"Rain",0.02,0,79,3,"Winter","0","12",60,56.6666666666667,23,68.4615384615385,78,60,85,96,-1.03400720094118,-1.53567936591661,0.64405750205016,-1.15348549109239,-0.0776222793814696,-0.38647063832333,-1.30437356455446,-1.13076896156804,-1.4359722710149,-0.989633804303176,-0.856465614831409,-0.623599077791866,-1.15770134011556,-1.56446470482899,81
"96",2016-12-23,"Friday",345,409,60,90,NA,435,26,30,120,87,45,32,"Rain",0.19,0,85,6,"Winter","0","12",72.8571428571429,65,90,117.461538461538,123,87,150,216,-1.09407073860829,-1.35174543368956,1.12964966883336,-0.409028169625083,-0.0776222793814696,0.254529675220551,-1.03207570085953,-0.982796761558627,-0.444539902212423,-0.0430663213317114,-0.0193750824521829,-0.13262638873283,0.0991956679708563,0.474817222860522,98
"97",2016-12-24,"Saturday",348,346,0,0,NA,348,2,60,146,0,41,27,"Fog",0,0,90,2,"Winter","0","12",70.2857142857143,66.6666666666667,87,114.153846153846,120,80,164,196,-1.33432488927674,-1.81158026425717,1.53430980781936,-1.40163793158149,-0.0776222793814696,-0.461882439916727,-1.08653527359852,-0.953202321556744,-0.488932396337907,-0.106963341375311,-0.0751811179441313,-0.259915604414803,0.369911946635623,0.134936901578936,119
"98",2016-12-25,"Sunday",348,256,0,0,NA,348,92,-15,83,0,44,32,"Mostly Cloudy",0,0,83,4,"Winter","1","12",58.8571428571429,59,0,66.0769230769231,65,52,90,142,-1.1541342762754,-1.35174543368956,0.967785613238962,-0.905333050603289,-0.0776222793814696,-0.461882439916727,-1.32857781910512,-1.0893367455654,-1.77631472597694,-1.03569909782298,-1.09829176862985,-0.769072467142691,-1.06101695487814,-0.782739965881346,73
"99",2016-12-26,"Monday",348,252,0,210,NA,558,306,-180,60,0,40,27,"Rain",0.21,0,85,6,"Winter","0","12",49.5714285714286,29,0,55.0769230769231,55,42,68,90,-1.39438842694385,-1.81158026425717,1.12964966883336,-0.409028169625083,-0.0776222793814696,0.329941476813948,-1.52523738732924,-1.62203666559929,-1.77631472597694,-1.24819383889821,-1.28431188693635,-0.950914203831223,-1.48642824992278,-1.66642880121347,58
"100",2016-12-27,"Tuesday",558,312,0,0,NA,558,246,-105,57,89,47,36,"Rain",0.11,0,86,6,"Winter","0","12",40.2857142857143,0,0,57,58,44,67,89,-0.973943663274067,-0.983877569235474,1.21058169663056,-0.409028169625083,-0.0776222793814696,-0.0471175311530402,-1.72189695555336,-2.13697992163205,-1.77631472597694,-1.2110444086403,-1.2285058514444,-0.914545856493517,-1.50576512697026,-1.68342281727755,78
"101",2016-12-28,"Wednesday",469,401,0,105,NA,574,173,-90,56,100,42,35,"Fog",0,0,93,4,"Winter","0","12",41.2857142857143,29.6666666666667,89,50.75,48.5,34.75,71.75,100,-1.27426135160963,-1.075844535349,1.77710589121096,-0.905333050603289,-0.0776222793814696,-0.461882439916727,-1.70071823282153,-1.61019888959854,-0.459337400254251,-1.3317800569785,-1.40522496383557,-1.08274946293041,-1.41391496099471,-1.49648864057268,78
"102",2016-12-29,"Thursday",474,428,0,75,NA,549,121,-60,79,96,42,33,"Fog",0.06,0,84,6,"Winter","0","12",52.2857142857143,63,100,68.4615384615385,78,60,85,96,-1.27426135160963,-1.25977846757604,1.04871764103616,-0.409028169625083,-0.0776222793814696,-0.235647035136534,-1.46775228277142,-1.01831008956089,-0.296564921794143,-0.989633804303176,-0.856465614831409,-0.623599077791866,-1.15770134011556,-1.56446470482899,87
"103",2016-12-30,"Friday",453,409,0,150,NA,603,194,-135,120,134,44,31,"Rain",0.01,0,85,2,"Winter","0","12",53.1428571428571,95,96,117.461538461538,123,87,150,216,-1.1541342762754,-1.44371239980308,1.12964966883336,-1.40163793158149,-0.0776222793814696,-0.424176539120029,-1.44959909185842,-0.450096841524738,-0.355754913961455,-0.0430663213317114,-0.0193750824521829,-0.13262638873283,0.0991956679708563,0.474817222860522,127
"104",2016-12-31,"Saturday",469,346,0,0,NA,469,123,-60,146,117,37,32,"Snow",0.09,0,91,5,"Winter","0","12",59.8571428571429,110,134,114.153846153846,120,80,164,196,-1.57457903994519,-1.35174543368956,1.61524183561656,-0.657180610114186,-0.0776222793814696,-0.122529332746438,-1.30739909637329,-0.183746881507793,0.20655001162801,-0.106963341375311,-0.0751811179441313,-0.259915604414803,0.369911946635623,0.134936901578936,121
"105",2017-01-01,"Sunday",352,256,0,60,NA,412,156,-75,83,52,39,32,"Rain",0.04,0,87,9,"Winter","1","1",76.5714285714286,115.666666666667,117,66.0769230769231,65,52,90,142,-1.45445196461097,-1.35174543368956,1.29151372442776,0.335429151842226,-0.0776222793814696,-0.311058836729932,-0.953411873569883,-0.083125785501392,-0.0450074550830664,-1.03569909782298,-1.09829176862985,-0.769072467142691,-1.06101695487814,-0.782739965881346,62
"106",2017-01-02,"Monday",360,252,0,165,NA,525,273,-150,60,58,35,28,"Overcast",0,0,57,17,"Winter","0","1",84,101,52,55.0769230769231,55,42,68,90,-1.69470611527941,-1.71961329814365,-1.13644710948825,2.32064867575505,-0.0776222793814696,-0.461882439916727,-0.79608421899059,-0.34355685751796,-1.00684482780189,-1.24819383889821,-1.28431188693635,-0.950914203831223,-1.48642824992278,-1.66642880121347,52
"107",2017-01-03,"Tuesday",467,312,0,90,NA,557,245,-105,57,43,34,27,"Overcast",0,0,48,21,"Winter","0","1",92.2857142857143,75.6666666666667,58,57,58,44,67,89,-1.75476965294653,-1.81158026425717,-1.86483535966305,3.31325843771146,-0.0776222793814696,-0.461882439916727,-0.620603373498301,-0.793392345546577,-0.918059839550919,-1.2110444086403,-1.2285058514444,-0.914545856493517,-1.50576512697026,-1.68342281727755,41
"108",2017-01-04,"Wednesday",514,401,0,75,NA,589,188,-105,56,34,33,27,"Overcast",0,0,39,21,"Winter","0","1",85.7142857142857,51,43,50.75,48.5,34.75,71.75,100,-1.81483319061364,-1.81158026425717,-2.59322360983785,3.31325843771146,-0.0776222793814696,-0.461882439916727,-0.759777837164599,-1.23139005757444,-1.14002231017834,-1.3317800569785,-1.40522496383557,-1.08274946293041,-1.41391496099471,-1.49648864057268,38
"109",2017-01-05,"Thursday",555,428,0,0,NA,555,127,-60,79,49,35,17,"Overcast",0,0,53,7,"Winter","0","1",76.2857142857143,45,34,68.4615384615385,78,60,85,96,-1.69470611527941,-2.73124992539239,-1.46017522067705,-0.16087572913598,-0.0776222793814696,-0.461882439916727,-0.959462937207548,-1.33793004158122,-1.27319979255479,-0.989633804303176,-0.856465614831409,-0.623599077791866,-1.15770134011556,-1.56446470482899,52
"110",2017-01-06,"Friday",506,409,0,60,NA,566,157,-105,120,88,34,17,"Overcast",0,0,61,13,"Winter","0","1",69.5714285714286,42,49,117.461538461538,123,87,150,216,-1.75476965294653,-2.73124992539239,-0.812718998299445,1.32803891379864,-0.0776222793814696,-0.461882439916727,-1.10166293269268,-1.39120003358461,-1.05123732192737,-0.0430663213317114,-0.0193750824521829,-0.13262638873283,0.0991956679708563,0.474817222860522,88
"111",2017-01-07,"Saturday",478,346,0,0,NA,478,132,-75,146,0,30,24,"Rain",0.02,0,64,18,"Winter","0","1",63,57,88,114.153846153846,120,80,164,196,-1.99502380361498,-2.08748116259774,-0.569922914907844,2.56880111624415,-0.0776222793814696,-0.38647063832333,-1.24083739635898,-1.12485007356766,-0.474134898296079,-0.106963341375311,-0.0751811179441313,-0.259915604414803,0.369911946635623,0.134936901578936,95
"112",2017-01-08,"Sunday",478,256,0,0,NA,478,222,-150,83,0,34,28,"Rain",0.53,0,81,15,"Winter","0","1",46.2857142857143,45.6666666666667,0,66.0769230769231,65,52,90,142,-1.75476965294653,-1.71961329814365,0.805921557644561,1.82434379477684,-0.0776222793814696,1.53653030230831,-1.59482461916239,-1.32609226558047,-1.77631472597694,-1.03569909782298,-1.09829176862985,-0.769072467142691,-1.06101695487814,-0.782739965881346,54
"113",2017-01-09,"Monday",478,252,0,60,-23,515,263,-150,60,54,41,30,"Rain",0.28,0,93,10,"Winter","0","1",38.8571428571429,29.3333333333333,0,55.0769230769231,55,42,68,90,-1.33432488927674,-1.53567936591661,1.77710589121096,0.583581592331329,-0.0776222793814696,0.59388278239084,-1.75215227374168,-1.61611777759892,-1.77631472597694,-1.24819383889821,-1.28431188693635,-0.950914203831223,-1.48642824992278,-1.66642880121347,55
"114",2017-01-10,"Tuesday",461,312,0,0,NA,461,149,0,57,45,38,31,"Snow",0.65,0,82,13,"Winter","0","1",38.2857142857143,18,54,57,58,44,67,89,-1.51451550227808,-1.44371239980308,0.886853585441761,1.32803891379864,-0.0776222793814696,1.9890011118687,-1.76425440101701,-1.81735996961172,-0.977249831718231,-1.2110444086403,-1.2285058514444,-0.914545856493517,-1.50576512697026,-1.68342281727755,51
"115",2017-01-11,"Wednesday",416,401,0,0,NA,416,15,75,56,0,32,26,"Snow",0,0.07,83,12,"Winter","0","1",38.5714285714286,33,45,50.75,48.5,34.75,71.75,100,-1.87489672828075,-1.90354723037069,0.967785613238962,1.07988647330953,15.7253257443116,-0.461882439916727,-1.75820333737935,-1.55101000959478,-1.11042731409468,-1.3317800569785,-1.40522496383557,-1.08274946293041,-1.41391496099471,-1.49648864057268,47
"116",2017-01-12,"Thursday",416,428,15,0,NA,416,-12,90,79,41,33,18,"Overcast",0,0,74,5,"Winter","0","1",33.7142857142857,33,0,68.4615384615385,78,60,85,96,-1.81483319061364,-2.63928295927887,0.239397363064159,-0.657180610114186,-0.0776222793814696,-0.461882439916727,-1.86107141921965,-1.55101000959478,-1.77631472597694,-0.989633804303176,-0.856465614831409,-0.623599077791866,-1.15770134011556,-1.56446470482899,49
"117",2017-01-13,"Friday",375,409,30,75,NA,450,41,15,120,38,29,11,"Fog",0,0,81,7,"Winter","0","1",32.5714285714286,28.6666666666667,41,117.461538461538,123,87,150,216,-2.05508734128209,-3.28305172207352,0.805921557644561,-0.16087572913598,-0.0776222793814696,-0.461882439916727,-1.88527567377031,-1.62795555359967,-1.16961730626199,-0.0430663213317114,-0.0193750824521829,-0.13262638873283,0.0991956679708563,0.474817222860522,66
