"","date","day","initial_inventory","par","prep_rec","prep_actual","waste","final_inventory","short_long","scale","use_expected","use_actual","temp_max","temp_min","conditions","rain","snow","humidity","wind","season","holiday","month","use7","use3","use1","avgUse","medUse","quart1Use","quart3Use","maxUse","temp_maxz","temp_minz","humidityz","windz","snowz","rainz","use7z","use3z","use1z","avgUsez","medUsez","quart1Usez","quart3Usez","maxUsez","use_predicted"
"118",2017-01-14,"Saturday",412,346,0,0,NA,412,66,-15,146,59,29,19,"Overcast",0,0,71,14,"Winter","0","1",25.4285714285714,26.3333333333333,38,114.153846153846,120,80,164,196,-2.05508734128209,-2.54731599316535,-0.00339872032744186,1.57619135428774,-0.0776222793814696,-0.461882439916727,-2.03655226471194,-1.66938776960231,-1.21400980038748,-0.106963341375311,-0.0751811179441313,-0.259915604414803,0.369911946635623,0.134936901578936,69
"119",2017-01-15,"Sunday",353,256,0,75,-83,345,89,-15,83,45,28,19,"Overcast",0,0,74,11,"Winter","0","1",33.8571428571429,46,59,66.0769230769231,65,52,90,142,-2.1151508789492,-2.54731599316535,0.239397363064159,0.831734032820432,-0.0776222793814696,-0.461882439916727,-1.85804588740082,-1.32017337758009,-0.903262341509091,-1.03569909782298,-1.09829176862985,-0.769072467142691,-1.06101695487814,-0.782739965881346,48
"120",2017-01-16,"Monday",300,252,0,75,-30,345,93,30,60,35,29,22,"Overcast",0,0,63,14,"Winter","1","1",40.2857142857143,47.3333333333333,45,55.0769230769231,55,42,68,90,-2.05508734128209,-2.27141509482478,-0.650854942705044,1.57619135428774,-0.0776222793814696,-0.461882439916727,-1.72189695555336,-1.29649782557858,-1.11042731409468,-1.24819383889821,-1.28431188693635,-0.950914203831223,-1.48642824992278,-1.66642880121347,40
"121",2017-01-17,"Tuesday",310,312,0,120,-25,405,93,60,57,15,44,24,"Rain",0.38,0,78,19,"Winter","0","1",37.5714285714286,46.3333333333333,35,57,58,44,67,89,-1.1541342762754,-2.08748116259774,0.56312547425296,2.81695355673326,-0.0776222793814696,0.970941790357828,-1.77938206011117,-1.31425448957971,-1.25840229451296,-1.2110444086403,-1.2285058514444,-0.914545856493517,-1.50576512697026,-1.68342281727755,33
"122",2017-01-18,"Wednesday",390,401,15,0,NA,390,-11,105,56,47,37,33,"Rain",0.98,0,95,16,"Winter","0","1",33.2857142857143,31.6666666666667,15,50.75,48.5,34.75,71.75,100,-1.57457903994519,-1.25977846757604,1.93896994680537,2.07249623526595,-0.0776222793814696,3.23329583815976,-1.87014801467615,-1.57468556159628,-1.55435225534952,-1.3317800569785,-1.40522496383557,-1.08274946293041,-1.41391496099471,-1.49648864057268,47
"123",2017-01-19,"Thursday",343,428,90,0,NA,343,-85,240,79,85,52,35,"Overcast",0,0,82,12,"Winter","0","1",40,32.3333333333333,47,68.4615384615385,78,60,85,96,-0.673625974938506,-1.075844535349,0.886853585441761,1.07988647330953,-0.0776222793814696,-0.461882439916727,-1.72794801919102,-1.56284778559553,-1.08083231801103,-0.989633804303176,-0.856465614831409,-0.623599077791866,-1.15770134011556,-1.56446470482899,82
"124",2017-01-20,"Friday",258,409,150,105,NA,363,-46,150,120,48,42,37,"Rain",0.09,0,90,12,"Winter","1","1",46.2857142857143,49,85,117.461538461538,123,87,150,216,-1.27426135160963,-0.891910603121952,1.53430980781936,1.07988647330953,-0.0776222793814696,-0.122529332746438,-1.59482461916239,-1.2669033855767,-0.518527392421563,-0.0430663213317114,-0.0193750824521829,-0.13262638873283,0.0991956679708563,0.474817222860522,75
"125",2017-01-21,"Saturday",315,346,30,150,NA,465,119,-60,146,109,47,37,"Rain",0.32,0,88,13,"Winter","0","1",47.7142857142857,60,48,114.153846153846,120,80,164,196,-0.973943663274067,-0.891910603121952,1.37244575222496,1.32803891379864,-0.0776222793814696,0.744706385577636,-1.56456930097406,-1.07158008156428,-1.0660348199692,-0.106963341375311,-0.0751811179441313,-0.259915604414803,0.369911946635623,0.134936901578936,105
"126",2017-01-22,"Sunday",356,256,0,90,NA,446,190,-105,83,82,46,36,"Rain",0.15,0,85,9,"Winter","0","1",54.8571428571429,80.6666666666667,109,66.0769230769231,65,52,90,142,-1.03400720094118,-0.983877569235474,1.12964966883336,0.335429151842226,-0.0776222793814696,0.103706072033755,-1.41329271003243,-0.704609025540929,-0.16338743941769,-1.03569909782298,-1.09829176862985,-0.769072467142691,-1.06101695487814,-0.782739965881346,77
"127",2017-01-23,"Monday",364,252,0,75,NA,439,187,-60,60,68,50,33,"Overcast",0,0,79,6,"Winter","0","1",60.1428571428571,79.6666666666667,82,55.0769230769231,55,42,68,90,-0.793753050272731,-1.25977846757604,0.64405750205016,-0.409028169625083,-0.0776222793814696,-0.461882439916727,-1.30134803273563,-0.722365689542059,-0.562919886547047,-1.24819383889821,-1.28431188693635,-0.950914203831223,-1.48642824992278,-1.66642880121347,68
"128",2017-01-24,"Tuesday",371,312,0,60,NA,431,119,30,57,64,41,26,"Fog",0,0,90,2,"Winter","0","1",64.8571428571429,86.3333333333333,68,57,58,44,67,89,-1.33432488927674,-1.90354723037069,1.53430980781936,-1.40163793158149,-0.0776222793814696,-0.461882439916727,-1.20150548271415,-0.603987929534528,-0.770084859132639,-1.2110444086403,-1.2285058514444,-0.914545856493517,-1.50576512697026,-1.68342281727755,60
"129",2017-01-25,"Wednesday",367,401,30,60,NA,427,26,60,56,74,45,35,"Rain",0.01,0,91,2,"Winter","0","1",71.8571428571429,71.3333333333333,64,50.75,48.5,34.75,71.75,100,-1.09407073860829,-1.075844535349,1.61524183561656,-1.40163793158149,-0.0776222793814696,-0.424176539120029,-1.05325442359136,-0.870337889551473,-0.829274851299951,-1.3317800569785,-1.40522496383557,-1.08274946293041,-1.41391496099471,-1.49648864057268,67
"130",2017-01-26,"Thursday",353,428,75,60,NA,413,-15,90,79,83,48,38,"Rain",0.001,0,88,4,"Winter","0","1",75.7142857142857,68.6666666666667,74,68.4615384615385,78,60,85,96,-0.913880125606955,-0.79994363700843,1.37244575222496,-0.905333050603289,-0.0776222793814696,-0.458111849837058,-0.971565064482879,-0.917688993554485,-0.681299870881671,-0.989633804303176,-0.856465614831409,-0.623599077791866,-1.15770134011556,-1.56446470482899,80
"131",2017-01-27,"Friday",330,409,75,75,NA,405,-4,60,120,150,48,29,"Fog",0,0,80,5,"Winter","0","1",75.4285714285714,73.6666666666667,83,117.461538461538,123,87,150,216,-0.913880125606955,-1.62764633203013,0.724989529847361,-0.657180610114186,-0.0776222793814696,-0.461882439916727,-0.977616128120544,-0.828905673548837,-0.548122388505219,-0.0430663213317114,-0.0193750824521829,-0.13262638873283,0.0991956679708563,0.474817222860522,134
"132",2017-01-28,"Saturday",255,346,90,120,NA,375,29,30,146,120,44,31,"Overcast",0,0,73,7,"Winter","0","1",90,102.333333333333,150,114.153846153846,120,80,164,196,-1.1541342762754,-1.44371239980308,0.158465335266959,-0.16087572913598,-0.0776222793814696,-0.461882439916727,-0.669011882599622,-0.319881305516454,0.443309980297258,-0.106963341375311,-0.0751811179441313,-0.259915604414803,0.369911946635623,0.134936901578936,124
"133",2017-01-29,"Sunday",255,256,0,210,NA,465,209,-135,83,95,46,33,"Rain",0.001,0,70,11,"Winter","0","1",91.5714285714286,117.666666666667,120,66.0769230769231,65,52,90,142,-1.03400720094118,-1.25977846757604,-0.0843307481246422,0.831734032820432,-0.0776222793814696,-0.458111849837058,-0.635731032592464,-0.0476124574991328,-0.000614960957582384,-1.03569909782298,-1.09829176862985,-0.769072467142691,-1.06101695487814,-0.782739965881346,83
"134",2017-01-30,"Monday",370,252,0,105,NA,475,223,-105,60,42,44,35,"Overcast",0,0,91,3,"Winter","0","1",93.4285714285714,121.666666666667,95,55.0769230769231,55,42,68,90,-1.1541342762754,-1.075844535349,1.61524183561656,-1.15348549109239,-0.0776222793814696,-0.461882439916727,-0.59639911894764,0.0234141985053858,-0.370552412003283,-1.24819383889821,-1.28431188693635,-0.950914203831223,-1.48642824992278,-1.66642880121347,53
"135",2017-01-31,"Tuesday",433,312,0,105,NA,538,226,-75,57,58,41,36,"Rain",0.01,0,81,7,"Winter","0","1",89.7142857142857,85.6666666666667,42,57,58,44,67,89,-1.33432488927674,-0.983877569235474,0.805921557644561,-0.16087572913598,-0.0776222793814696,-0.424176539120029,-0.675062946237287,-0.615825705535281,-1.15481980822017,-1.2110444086403,-1.2285058514444,-0.914545856493517,-1.50576512697026,-1.68342281727755,56
"136",2017-02-01,"Wednesday",480,401,0,60,NA,540,139,-60,56,41,41,35,"Overcast",0,0,43,26,"Winter","0","2",88.8571428571429,65,58,50.75,48.5,34.75,71.75,100,-1.33432488927674,-1.075844535349,-2.26949549864905,4.55402064015698,-0.0776222793814696,-0.461882439916727,-0.693216137150282,-0.982796761558627,-0.918059839550919,-1.3317800569785,-1.40522496383557,-1.08274946293041,-1.41391496099471,-1.49648864057268,45
"137",2017-02-02,"Thursday",499,428,0,60,NA,559,131,-75,79,79,39,34,"Overcast",0,0,33,32,"Winter","0","2",84.1428571428571,47,41,68.4615384615385,78,60,85,96,-1.45445196461097,-1.16781150146252,-3.07881577662105,6.04293528309159,-0.0776222793814696,-0.461882439916727,-0.793058687171757,-1.30241671357896,-1.16961730626199,-0.989633804303176,-0.856465614831409,-0.623599077791866,-1.15770134011556,-1.56446470482899,70
"138",2017-02-03,"Friday",480,409,0,60,NA,540,131,-75,120,75,34,31,"Rain",0.4,0,70,16,"Winter","0","2",83.5714285714286,59.3333333333333,79,117.461538461538,123,87,150,216,-1.75476965294653,-1.44371239980308,-0.0843307481246422,2.07249623526595,-0.0776222793814696,1.04635359195123,-0.805160814447087,-1.08341785756503,-0.607312380672531,-0.0430663213317114,-0.0193750824521829,-0.13262638873283,0.0991956679708563,0.474817222860522,93
"139",2017-02-04,"Saturday",465,346,0,0,NA,465,119,-60,146,124,52,33,"Rain",0.4,0,92,15,"Winter","0","2",72.8571428571429,65,75,114.153846153846,120,80,164,196,-0.673625974938506,-1.25977846757604,1.69617386341376,1.82434379477684,-0.0776222793814696,1.04635359195123,-1.03207570085953,-0.982796761558627,-0.666502372839843,-0.106963341375311,-0.0751811179441313,-0.259915604414803,0.369911946635623,0.134936901578936,121
"140",2017-02-05,"Sunday",341,256,0,60,NA,401,145,-60,83,56,46,34,"Rain",1.57,0,95,6,"Winter","0","2",73.4285714285714,92.6666666666667,124,66.0769230769231,65,52,90,142,-1.03400720094118,-1.16781150146252,1.93896994680537,-0.409028169625083,-0.0776222793814696,5.45794398516499,-1.0199735735842,-0.491529057527374,0.0585750312097296,-1.03569909782298,-1.09829176862985,-0.769072467142691,-1.06101695487814,-0.782739965881346,63
"141",2017-02-06,"Monday",345,252,0,60,NA,405,153,-30,60,40,44,36,"Rain",0.04,0,85,7,"Winter","0","2",67.8571428571429,85,56,55.0769230769231,55,42,68,90,-1.1541342762754,-0.983877569235474,1.12964966883336,-0.16087572913598,-0.0776222793814696,-0.311058836729932,-1.13796931451867,-0.627663481536034,-0.947654835634575,-1.24819383889821,-1.28431188693635,-0.950914203831223,-1.48642824992278,-1.66642880121347,47
"142",2017-02-07,"Tuesday",365,312,0,180,NA,545,233,-90,57,51,39,32,"Rain",0.08,0,90,4,"Winter","0","2",67.5714285714286,73.3333333333333,40,57,58,44,67,89,-1.45445196461097,-1.35174543368956,1.53430980781936,-0.905333050603289,-0.0776222793814696,-0.160235233543137,-1.14402037815634,-0.834824561549213,-1.18441480430382,-1.2110444086403,-1.2285058514444,-0.914545856493517,-1.50576512697026,-1.68342281727755,53
"143",2017-02-08,"Wednesday",494,401,0,105,NA,599,198,-120,56,53,37,35,"Rain",0.6,0,93,11,"Winter","0","2",66.5714285714286,49,51,50.75,48.5,34.75,71.75,100,-1.57457903994519,-1.075844535349,1.77710589121096,0.831734032820432,-0.0776222793814696,1.8004716078852,-1.16519910088816,-1.2669033855767,-1.02164232584371,-1.3317800569785,-1.40522496383557,-1.08274946293041,-1.41391496099471,-1.49648864057268,51
"144",2017-02-09,"Thursday",546,428,0,60,NA,606,178,-120,79,72,59,37,"Thunderstorm",0.96,0,84,18,"Winter","0","2",68.2857142857143,48,53,68.4615384615385,78,60,85,96,-0.25318121126872,-0.891910603121952,1.04871764103616,2.56880111624415,-0.0776222793814696,3.15788403656636,-1.12889271906217,-1.28466004957783,-0.992047329760059,-0.989633804303176,-0.856465614831409,-0.623599077791866,-1.15770134011556,-1.56446470482899,72
"145",2017-02-10,"Friday",534,409,0,60,-90,504,95,-45,120,150,51,44,"Rain",0.09,0,72,11,"Winter","0","2",67.2857142857143,58.6666666666667,72,117.461538461538,123,87,150,216,-0.733689512605618,-0.248141840327298,0.0775333074697584,0.831734032820432,-0.0776222793814696,-0.122529332746438,-1.150071441794,-1.09525563356578,-0.710894866965327,-0.0430663213317114,-0.0193750824521829,-0.13262638873283,0.0991956679708563,0.474817222860522,139
"146",2017-02-11,"Saturday",354,346,0,60,NA,414,68,-15,146,174,53,36,"Overcast",0,0,71,1,"Winter","0","2",78,91.6666666666667,150,114.153846153846,120,80,164,196,-0.613562437271394,-0.983877569235474,-0.00339872032744186,-1.6497903720706,-0.0776222793814696,-0.461882439916727,-0.923156555381558,-0.509285721528503,0.443309980297258,-0.106963341375311,-0.0751811179441313,-0.259915604414803,0.369911946635623,0.134936901578936,167
"147",2017-02-12,"Sunday",240,256,15,105,NA,345,89,-15,83,90,51,31,"Fog",0,0,76,4,"Winter","1","2",85.1428571428571,132,174,66.0769230769231,65,52,90,142,-0.733689512605618,-1.44371239980308,0.40126141865856,-0.905333050603289,-0.0776222793814696,-0.461882439916727,-0.771879964439929,0.206899726517059,0.79844993330113,-1.03569909782298,-1.09829176862985,-0.769072467142691,-1.06101695487814,-0.782739965881346,92
"148",2017-02-13,"Monday",255,252,0,225,NA,480,228,-105,60,80,53,29,"Overcast",0,0,69,8,"Winter","0","2",90,138,90,55.0769230769231,55,42,68,90,-0.613562437271394,-1.62764633203013,-0.165262775921842,0.0872767113531228,-0.0776222793814696,-0.461882439916727,-0.669011882599622,0.313439710523836,-0.444539902212423,-1.24819383889821,-1.28431188693635,-0.950914203831223,-1.48642824992278,-1.66642880121347,77
"149",2017-02-14,"Tuesday",400,312,0,150,NA,550,238,-90,57,78,50,33,"Rain",0,0,64,8,"Winter","0","2",95.7142857142857,114.666666666667,80,57,58,44,67,89,-0.793753050272731,-1.25977846757604,-0.569922914907844,0.0872767113531228,-0.0776222793814696,-0.461882439916727,-0.547990609846319,-0.100882449502522,-0.592514882630703,-1.2110444086403,-1.2285058514444,-0.914545856493517,-1.50576512697026,-1.68342281727755,72
"150",2017-02-15,"Wednesday",472,401,0,135,-86,521,120,-30,56,35,43,38,"Rain",0.72,0,83,16,"Winter","0","2",99.5714285714286,82.6666666666667,78,50.75,48.5,34.75,71.75,100,-1.21419781394252,-0.79994363700843,0.967785613238962,2.07249623526595,-0.0776222793814696,2.25294241744559,-0.46630125073784,-0.66909569753867,-0.622109878714359,-1.3317800569785,-1.40522496383557,-1.08274946293041,-1.41391496099471,-1.49648864057268,45
"151",2017-02-16,"Thursday",486,428,0,60,NA,546,118,-60,79,60,49,41,"Rain",1.64,0,97,11,"Winter","0","2",97,64.3333333333333,35,68.4615384615385,78,60,85,96,-0.853816587939843,-0.524042738667864,2.10083400239977,0.831734032820432,-0.0776222793814696,5.72188529074188,-0.520760823476826,-0.99463453755938,-1.25840229451296,-0.989633804303176,-0.856465614831409,-0.623599077791866,-1.15770134011556,-1.56446470482899,65
"152",2017-02-17,"Friday",486,409,0,60,NA,546,137,-75,120,188,57,40,"Rain",0.001,0,77,4,"Winter","0","2",95.2857142857143,57.6666666666667,60,117.461538461538,123,87,150,216,-0.373308286602945,-0.616009704781386,0.48219344645576,-0.905333050603289,-0.0776222793814696,-0.458111849837058,-0.557067205302817,-1.11301229756691,-0.888464843467263,-0.0430663213317114,-0.0193750824521829,-0.13262638873283,0.0991956679708563,0.474817222860522,165
"153",2017-02-18,"Saturday",358,346,0,75,NA,433,87,-30,146,196,46,42,"Rain",0.15,0,92,5,"Winter","0","2",100.714285714286,94.3333333333333,188,114.153846153846,120,80,164,196,-1.03400720094118,-0.432075772554342,1.69617386341376,-0.657180610114186,-0.0776222793814696,0.103706072033755,-0.442096996187179,-0.461934617525491,1.00561490588672,-0.106963341375311,-0.0751811179441313,-0.259915604414803,0.369911946635623,0.134936901578936,168
"154",2017-02-19,"Sunday",237,256,15,90,NA,327,71,15,83,106,51,40,"Rain",0.26,0,83,10,"Winter","0","2",103.857142857143,148,196,66.0769230769231,65,52,90,142,-0.733689512605618,-0.616009704781386,0.967785613238962,0.583581592331329,-0.0776222793814696,0.518470980797442,-0.375535296172862,0.491006350535133,1.12399489022135,-1.03569909782298,-1.09829176862985,-0.769072467142691,-1.06101695487814,-0.782739965881346,95
"155",2017-02-20,"Monday",221,252,30,105,NA,326,74,45,60,90,49,40,"Rain",0.81,0,90,6,"Winter","1","2",106.142857142857,163.333333333333,106,55.0769230769231,55,42,68,90,-0.853816587939843,-0.616009704781386,1.53430980781936,-0.409028169625083,-0.0776222793814696,2.59229552461588,-0.327126787071541,0.763275198552454,-0.207779933543174,-1.24819383889821,-1.28431188693635,-0.950914203831223,-1.48642824992278,-1.66642880121347,78
"156",2017-02-21,"Tuesday",236,312,75,150,NA,386,74,75,57,44,48,41,"Rain",0.52,0,92,3,"Winter","0","2",107.571428571429,130.666666666667,90,57,58,44,67,89,-0.913880125606955,-0.524042738667864,1.69617386341376,-1.15348549109239,-0.0776222793814696,1.49882440151161,-0.296871468883216,0.183224174515552,-0.444539902212423,-1.2110444086403,-1.2285058514444,-0.914545856493517,-1.50576512697026,-1.68342281727755,56
"157",2017-02-22,"Wednesday",342,401,60,150,NA,492,91,0,56,81,45,31,"Fog",0,0,85,2,"Winter","1","2",102.714285714286,80,44,50.75,48.5,34.75,71.75,100,-1.09407073860829,-1.44371239980308,1.12964966883336,-1.40163793158149,-0.0776222793814696,-0.461882439916727,-0.399739550723523,-0.716446801541682,-1.12522481213651,-1.3317800569785,-1.40522496383557,-1.08274946293041,-1.41391496099471,-1.49648864057268,73
"158",2017-02-23,"Thursday",411,428,15,75,NA,486,58,0,79,78,44,33,"Rain",0.001,0,85,3,"Winter","0","2",109.285714285714,71.6666666666667,81,68.4615384615385,78,60,85,96,-1.1541342762754,-1.25977846757604,1.12964966883336,-1.15348549109239,-0.0776222793814696,-0.458111849837058,-0.260565087057225,-0.864419001551096,-0.577717384588875,-0.989633804303176,-0.856465614831409,-0.623599077791866,-1.15770134011556,-1.56446470482899,78
"159",2017-02-24,"Friday",408,409,0,120,NA,528,119,-60,120,123,41,32,"Rain",0.07,0,91,7,"Winter","0","2",111.857142857143,67.6666666666667,78,117.461538461538,123,87,150,216,-1.33432488927674,-1.35174543368956,1.61524183561656,-0.16087572913598,-0.0776222793814696,-0.197941134339836,-0.206105514318239,-0.935445657555614,-0.622109878714359,-0.0430663213317114,-0.0193750824521829,-0.13262638873283,0.0991956679708563,0.474817222860522,121
"160",2017-02-25,"Saturday",405,346,0,0,NA,405,59,0,146,180,48,31,"Rain",0,0,77,3,"Winter","0","2",102.571428571429,94,123,114.153846153846,120,80,164,196,-0.913880125606955,-1.44371239980308,0.48219344645576,-1.15348549109239,-0.0776222793814696,-0.461882439916727,-0.402765082542356,-0.467853505525868,0.0437775331679016,-0.106963341375311,-0.0751811179441313,-0.259915604414803,0.369911946635623,0.134936901578936,169
"161",2017-02-26,"Sunday",225,256,30,75,-30,270,14,60,83,68,43,37,"Rain",0.14,0,84,10,"Winter","0","2",100.285714285714,127,180,66.0769230769231,65,52,90,142,-1.21419781394252,-0.891910603121952,1.04871764103616,0.583581592331329,-0.0776222793814696,0.0660001712370564,-0.451173591643677,0.11811640651141,0.887234921552098,-1.03569909782298,-1.09829176862985,-0.769072467142691,-1.06101695487814,-0.782739965881346,74
"162",2017-02-27,"Monday",202,252,45,75,NA,277,25,90,60,55,45,36,"Rain",0.03,0,79,7,"Winter","0","2",94.8571428571429,123.666666666667,68,55.0769230769231,55,42,68,90,-1.09407073860829,-0.983877569235474,0.64405750205016,-0.16087572913598,-0.0776222793814696,-0.348764737526631,-0.566143800759314,0.058927526507645,-0.770084859132639,-1.24819383889821,-1.28431188693635,-0.950914203831223,-1.48642824992278,-1.66642880121347,57
"163",2017-02-28,"Tuesday",222,312,90,120,NA,342,30,120,57,43,50,36,"Rain",0.02,0,74,5,"Winter","0","2",89.8571428571429,101,55,57,58,44,67,89,-0.793753050272731,-0.983877569235474,0.239397363064159,-0.657180610114186,-0.0776222793814696,-0.38647063832333,-0.672037414418454,-0.34355685751796,-0.962452333676403,-1.2110444086403,-1.2285058514444,-0.914545856493517,-1.50576512697026,-1.68342281727755,55
"164",2017-03-01,"Wednesday",299,401,105,150,NA,449,48,30,56,71,51,43,"Rain",0.001,0,76,11,"Winter","0","3",89.7142857142857,55.3333333333333,43,50.75,48.5,34.75,71.75,100,-0.733689512605618,-0.34010880644082,0.40126141865856,0.831734032820432,-0.0776222793814696,-0.458111849837058,-0.675062946237287,-1.15444451356955,-1.14002231017834,-1.3317800569785,-1.40522496383557,-1.08274946293041,-1.41391496099471,-1.49648864057268,71
"165",2017-03-02,"Thursday",378,428,45,60,NA,438,10,45,79,96,51,36,"Rain",0.02,0,77,9,"Winter","0","3",88.2857142857143,56.3333333333333,71,68.4615384615385,78,60,85,96,-0.733689512605618,-0.983877569235474,0.48219344645576,0.335429151842226,-0.0776222793814696,-0.38647063832333,-0.705318264425613,-1.13668784956842,-0.725692365007155,-0.989633804303176,-0.856465614831409,-0.623599077791866,-1.15770134011556,-1.56446470482899,88
"166",2017-03-03,"Friday",342,409,60,90,NA,432,23,30,120,125,53,45,"Rain",0.02,0,71,11,"Winter","0","3",90.8571428571429,70,96,117.461538461538,123,87,150,216,-0.613562437271394,-0.156174874213776,-0.00339872032744186,0.831734032820432,-0.0776222793814696,-0.38647063832333,-0.650858691686626,-0.894013441552979,-0.355754913961455,-0.0430663213317114,-0.0193750824521829,-0.13262638873283,0.0991956679708563,0.474817222860522,129
"167",2017-03-04,"Saturday",307,346,45,75,NA,382,36,15,146,161,47,35,"Rain",0.11,0,87,5,"Winter","0","3",91.1428571428571,97.3333333333333,125,114.153846153846,120,80,164,196,-0.973943663274067,-1.075844535349,1.29151372442776,-0.657180610114186,-0.0776222793814696,-0.0471175311530402,-0.644807628048961,-0.408664625522102,0.0733725292515576,-0.106963341375311,-0.0751811179441313,-0.259915604414803,0.369911946635623,0.134936901578936,151
"168",2017-03-05,"Sunday",221,256,30,45,NA,266,10,75,83,58,47,36,"Rain",0.08,0,69,16,"Winter","0","3",88.4285714285714,127.333333333333,161,66.0769230769231,65,52,90,142,-0.973943663274067,-0.983877569235474,-0.165262775921842,2.07249623526595,-0.0776222793814696,-0.160235233543137,-0.70229273260678,0.124035294511787,0.606082458757366,-1.03569909782298,-1.09829176862985,-0.769072467142691,-1.06101695487814,-0.782739965881346,68
"169",2017-03-06,"Monday",208,252,45,60,NA,268,16,105,60,48,46,34,"Snow",0.08,0,73,13,"Winter","1","3",87,114.666666666667,58,55.0769230769231,55,42,68,90,-1.03400720094118,-1.16781150146252,0.158465335266959,1.32803891379864,-0.0776222793814696,-0.160235233543137,-0.732548050795106,-0.100882449502522,-0.918059839550919,-1.24819383889821,-1.28431188693635,-0.950914203831223,-1.48642824992278,-1.66642880121347,56
"170",2017-03-07,"Tuesday",220,312,90,150,NA,370,58,90,57,67,49,40,"Rain",0.49,0,91,13,"Winter","0","3",86,89,48,57,58,44,67,89,-0.853816587939843,-0.616009704781386,1.61524183561656,1.32803891379864,-0.0776222793814696,1.38570669912152,-0.753726773526934,-0.556636825531516,-1.0660348199692,-1.2110444086403,-1.2285058514444,-0.914545856493517,-1.50576512697026,-1.68342281727755,63
"171",2017-03-08,"Wednesday",303,401,105,150,NA,453,52,30,56,50,47,42,"Rain",0.3,0,87,4,"Winter","0","3",89.4285714285714,57.6666666666667,67,50.75,48.5,34.75,71.75,100,-0.973943663274067,-0.432075772554342,1.29151372442776,-0.905333050603289,-0.0776222793814696,0.669294583984238,-0.681114009874952,-1.11301229756691,-0.784882357174467,-1.3317800569785,-1.40522496383557,-1.08274946293041,-1.41391496099471,-1.49648864057268,58
"172",2017-03-09,"Thursday",403,428,30,60,NA,463,35,30,79,61,57,41,"Rain",0.49,0,96,6,"Winter","0","3",86.4285714285714,55,50,68.4615384615385,78,60,85,96,-0.373308286602945,-0.524042738667864,2.01990197460257,-0.409028169625083,-0.0776222793814696,1.38570669912152,-0.744650178070436,-1.16036340156992,-1.03643982388554,-0.989633804303176,-0.856465614831409,-0.623599077791866,-1.15770134011556,-1.56446470482899,67
"173",2017-03-10,"Friday",402,409,0,60,NA,462,53,0,120,216,60,50,"Overcast",0,0,65,11,"Winter","0","3",81.4285714285714,59.3333333333333,61,117.461538461538,123,87,150,216,-0.193117673601608,0.303659956353834,-0.488990887110644,0.831734032820432,-0.0776222793814696,-0.461882439916727,-0.850543791729576,-1.08341785756503,-0.873667345425435,-0.0430663213317114,-0.0193750824521829,-0.13262638873283,0.0991956679708563,0.474817222860522,177
"174",2017-03-11,"Saturday",246,346,105,60,NA,306,-40,135,146,164,58,39,"Rain",0.3,0,81,6,"Winter","0","3",94.4285714285714,109,216,114.153846153846,120,80,164,196,-0.313244748935832,-0.707976670894908,0.805921557644561,-0.409028169625083,-0.0776222793814696,0.669294583984238,-0.575220396215812,-0.201503545508923,1.41994485105791,-0.106963341375311,-0.0751811179441313,-0.259915604414803,0.369911946635623,0.134936901578936,151
"175",2017-03-12,"Sunday",142,256,120,150,NA,292,36,45,83,142,61,46,"Overcast",0,0,74,5,"Winter","0","3",94.8571428571429,147,164,66.0769230769231,65,52,90,142,-0.133054135934495,-0.064207908100254,0.239397363064159,-0.657180610114186,-0.0776222793814696,-0.461882439916727,-0.566143800759314,0.473249686534003,0.65047495288285,-1.03569909782298,-1.09829176862985,-0.769072467142691,-1.06101695487814,-0.782739965881346,116
"176",2017-03-13,"Monday",150,252,105,150,NA,300,48,75,60,81,53,46,"Rain",0.51,0,91,9,"Winter","0","3",106.857142857143,174,142,55.0769230769231,55,42,68,90,-0.613562437271394,-0.064207908100254,1.61524183561656,0.335429151842226,-0.0776222793814696,1.46111850071491,-0.311999127977378,0.952679614564503,0.324929995962634,-1.24819383889821,-1.28431188693635,-0.950914203831223,-1.48642824992278,-1.66642880121347,77
"177",2017-03-14,"Tuesday",219,312,90,120,NA,339,27,120,57,62,57,49,"Rain",0.62,0,93,11,"Winter","0","3",111.571428571429,129,81,57,58,44,67,89,-0.373308286602945,0.211692990240312,1.77710589121096,0.831734032820432,-0.0776222793814696,1.8758834094786,-0.212156577955904,0.15362973451367,-0.577717384588875,-1.2110444086403,-1.2285058514444,-0.914545856493517,-1.50576512697026,-1.68342281727755,66
"178",2017-03-15,"Wednesday",277,401,120,165,NA,442,41,45,56,67,57,45,"Rain",0.51,0,86,13,"Spring","0","3",110.857142857143,95,62,111.571428571429,103.5,74.5,139.75,201,-0.373308286602945,-0.156174874213776,1.21058169663056,1.32803891379864,-0.0776222793814696,1.46111850071491,-0.227284237050066,-0.450096841524738,-0.858869847383607,-0.156849719150215,-0.382114313149848,-0.359928559593495,-0.0990073217658479,0.219906981899332,75
"179",2017-03-16,"Thursday",375,428,60,90,NA,465,37,30,79,135,55,37,"Overcast",0,0,65,4,"Spring","0","3",113.285714285714,70,67,122.923076923077,116,99,141,176,-0.493435361937169,-0.891910603121952,-0.488990887110644,-0.905333050603289,-0.0776222793814696,-0.461882439916727,-0.175850196129913,-0.894013441552979,-0.784882357174467,0.0624380606007437,-0.149589165266729,0.0855836952934075,-0.0748362254564937,-0.20494341970265,130
